Patent Summary,Result
"본 고안은 핸드폰의 수신 벨 펄스 무선 송출장치 및 부착용 수신 벨 펄스 감지 무선 진동기에 관한 것으로, 종래에는 공공장소 등에서 핸드폰 소지자가 핸드폰을 진동모드로 설정한 상태로 신체와 완전히 밀착되어 있지 않은 주머니나 핸드백 등에 넣어 둔 경우, 전화가 걸려오더라도 감지하기 어려워 쉽게 통화를 놓치곤 하였으며, 그 점을 우려해 공공장소임에도 불구하고 핸드폰을 벨 모드로 설정해 놓는 핸드폰 사용자가 많아, 벨 소리로 인한 소임공해 및 타인의 피해가 최근에는 사회문제화 되어 법적인 제한까지도 거론되고 있는 실정이다. 본 고안에서는 이와같이 불편과 폐해를 해결하고자 핸드폰 내에 수신 벨 펄스 무선 송출장치를 구성하고 부착용 수신 벨 펄스감지 무선 진동기를 구성하여, 핸드폰 소지자가 공공장소 등에서 핸드폰을 진동이나 램프 모드로 설정한 후, 신체와 완전히 밀착되어 있지 않은 주머니나 신체와 분리된 핸드백 등의 두기 편한 어떤 곳에 넣어 두었더라도, 핸드폰으로 전화가 걸려 올 경우, 즉시 핸드폰 내에 구성된 수신 벨 펄스 무선 송출장치에서 부착용 수신 벨 펄스감지 무선 진동기로 수신 벨 펄스를 무선으로 송출하면, 신체에 밀착·부착된 부착용 수신 벨 펄스감지 무선 진동기가 진동함으로써, 공공장소에서 타인에게 전혀 피해를 주지 않고도, 전화가 걸려오고 있음을 소리없이 완벽하게 감지할 수 있으며, 통화를 놓칠 염려로 공공장소임에도 불구하고 벨 모드로 설정하여 타인에게 피해를 주는 것을 구조적으로 방지함으로써, 핸드폰 벨소리의 소음공해없는 정숙하고 쾌적한 공공장소 분위기를 유지할 수 있어 건전한 통화문화를 형성하는 데에 기여할 것으로 생각된다. 수신 벨 펄스, 수신 벨 펄스 무선 송출장치, 수신 벨 펄스 무선 송출신호 수신장치, 통화선택 펄스, 부착용 수신 벨 펄스감지 무선 진동기, 수신 벨 펄스 표시램프, 진동 강약조절 스위치, 부착용 핀, 핸드폰 및 부착용 수신 벨 펄스감지 무선 진동기의 겸용 충전기, 부착용 수신 벨 펄스감지 무선 진동기의 충전 삽입 공",거절
"본 고안은 핸드폰의 목걸이를 겸한 이어폰에 관한 것이며 핸드폰의 목걸이를 구성하는 직포케이블에 코드선을 내장하여 코드선을 보호하고 일지점에는 마이크몸통을, 또 다른 일지점의 목받이에는 이어폰과 스피크를 구성하여 편리하게 사용할 수 있도록 함에 목적이 있는 것으로 목걸이를 구성하는 직포 케이블에는 코드선을 내장하여 보호하며 코드선이 노출되지 않도록 하고 목걸이에는 마이크 몸통과 목받이를 각 구성하고 이어폰과 스피크를 형성하고 하부의 플러그를 연결할 수 있도록 잭을 구성하고 잭에는 연결끈과 플러그를 구성한 것이다. 이와 같이 구성되는 본 고안은 직포케이블과 코드선을 한 가닥으로 구비하므로 편리하고 또, 목걸이에 스피커와 마이크 및 이어폰 잭이 구성되어 2개의 몸통이 하나로 구비되므로 제조가 용이하고 작업중이거나 운전 중에 수신이 편리하며 안전사고를 예방할 수 있는 매우 실용적이고 유용한 고안이다. 핸드폰, 이어폰, 목걸이, 코드선, 직포케이블",거절
"본 고안은 신용카드, 신분증, 교통카드, 면허증, 공중전화카드, 전자화폐 등을 수납할 수 있는 케이스를 구비한 핸드폰에 관한 것으로서, 상부가 개방되어 있으며 하부와 양측면이 막히고 신용카드(1) 등을 삽입할 수 있는 사각 케이스(10)를 핸드폰(50)의 어느 한측면에 구비한 것을 특징으로 하고, 카드를 보관하는 지갑을 휴대할 필요성이 없어진다. 휴대폰, 카드케이스",거절
"본 고안의 내용을 요약하면 다음과 같다. (1) 고안이 속한 기술분야 복잡 다양한 현대인들의 생활과 업무속에 필수품으로 자리를 잡고 있는 핸드폰과 자동차를 연관하여, 안심하고 통화를 하며, 안전하게 차량을 운행할 수 있도록 자동차의 편의시설로서의 자동차 부품 제작에 관련된 분야이다. (2) 고안의 목적 집무실에서 뿐아니라 달리는 차량 내에서도 전화를 통하여 필요한 정보를 주고 받아야만 될만큼 현대는 정보의 홍수속에 있다. 그러나 달리는 차량의 운전자가 손에 핸드폰을 쥐고 통화를 하는 것은 매우 위험한 일이며, 최근에는 불법행위로 규정도 하고있는 실정이다. 이렇듯 꼭 필요하면서도 위험요인이 큰 문제를 현재 시판되고있는 자동차 제작시에 적용하여 좀더 안전하게 운행과 통신을 하게하므로서, 밝은사회를 만드는 데에 일조 하는 것이 본 고안의 목적이다. (3) 고안의 효과 핸드폰 충전거치대의 설치를 제2의 위험요인까지 있는 위치에 차체에 손상을 주는 종래의 설치방법에서 탈피하여, 이제는 운전자의 100%에 가까운 사람들이 핸드폰을 사용하고 있다는 점을 감안하여, 차량내에서 가장 안전하고 편리한 위치에 핸드폰 충전거치대를 차량에 흠집을 내지않고 설치가 가능 하도록 차량의 부품을 구성, 자동차를 제작하여 사용하게 하는 것이 목적인 본 고안의 효과는 다음과 같이 정리할 수 있다. 1) 핸드폰 충전거치대의 설치시, 차량에 흠집을 내지 않아도 된다. 어떤이는 중고차를 구입 하였는 데, 세군데나 구멍이 뚫려 있었다고 했다. 2) 본 고안에서, 핸드폰 충전거치대의 부착장치(설치면)가 운전석의 좌전방의 방향이므로, 충전거치대에 핸드폰을 거치시키고 이어폰을 연결하여 사용할 때에 전화를 거는 것,받는 것이 아주 자연스러고 편리하다. 3) 운전자의 오른족에 충전거치대가 설치 된 경우는, 핸드폰을 거치하고 이어폰을 통하여 통화를 하더라도, 핸드폰의 연결선으로 인하여 조향장치나 특히 변속장치의 조작시에 약간이나마 방해를 받으나., 본 고안에서는 핸드폰 충전거치대가 운전석의 좌전방에 있으므로 차량의 운행에 전혀 방해 되지 않는다. 4) 도2.에서 보듯이,본고안을 적용하여 차량의 문짝이나 대시보드를 제작하더라도, 핸드폰 충전거치대의 부착장치(설치면)로 인하여 차량내부의 미관에 흠이 되지 않는 것은, 본 고안의 부착장치(설치면)를 이용 하지 않을 때에는 차량이 출고 될 때의 상태대로 부착장치의 덮개(501)를 결합 시켜 놓으면 되기 때문이다. 5) 본 고안에서, 핸드폰의 거치장소가 운전석의 좌전방이므로 동승자라도 운전자의 협조 없이 거치되어 있는 핸드폰의 이용이 불가 하므로, 불필요한 3자의 통화를 막을 수 있으며, 호기심이 많은 아가들의 장난감이 되는 일도 없다. 6) 핸드폰 충전거치대가 외부에서 보이는 위치에 설치 되는 것을 선호하는 사람들의 심리를 만족시킬 수가 있다. [색인어] 10 : 차량의 운전석 좌측 문짝. 20 : 차량의 전면 대시보드(DASHBORD) 30 : 차량의 전면 유리 40 : 후사경 50 : 계기판 60 : 변속장치 70 : 조향장치 80 : 핸드폰 충전전원 OUTLET. 90 : CONSUL BOX 101 : 본 고안을 적용하여 거치된 핸드폰. 201 : 충전거치대의 앵글 301 : 나사못(SCREW) 401 : 나사못을 이용하여 앵글을 고정하므로서,훼손된 부분이며 회복이 불가능 함. 501 : 충전거치대 부착장치(설치면)의 덮개. 601 : 충전거치대 부착장치(설치면)덮개의 고정구. 701 : 급속의 너트(볼트 구멍) 801 : 고정 볼트 901 : 이어폰 1001 : 이어폰을 담아 두는 바구니. 상기 요약서에 기재",거절
"본 발명은 핸드폰의 통화부와 수화부를 슬라이딩식으로 연결하는 슬라이더에 관한 것으로서, 핸드폰의 통화부에 장착되며 양 측단부에 레일 샤프트가 각기 장착된 하부 슬라이더, 핸드폰의 수화부에 장착되며 하부 슬라이더의 양 측단부 및 레일 샤프트에 양 측단부가 끼워져 결착되는 상부 슬라이더 및 제 1 봉, 제 1 봉의 내부에 설치되는 스프링 및 제 1 봉의 내부로 일단부가 삽입되고 일단부가 상기 스프링에 의해 지지되는 제 2 봉을 구비하고, 하부 슬라이더와 상부 슬라이더에 제 1 봉 및 제 2 봉의 결합되지 않은 나머지 일단부가 결착되는 포고 핀을 구비하는 것을 특징으로 한다. 핸드폰; 슬라이더; 엔지니어링 플라스틱; 포고 핀",거절
"1. 본 제품은 핸드폰 분실시 회수하여 분실자에게 찾아주는 인식표 임. 2. 핸드폰 분실시 베터리 방전, 잠금장치기능 등으로 찾을수 없음을 감안하여 메달 전면에 분실회수센타의 전화번호와 습득신고자의 보상안내 내용을 기재하여 습득자가 바로 신고할수 있도록 하였음. 3. 본 제품은 지름 2㎝의 황동 몸체와 연결고리, 부착고리로 구성되있으며 황동메달 양쪽면에는 습득 신고안내면과 광고면으로 구성되어 있음. 4. 본 제품은 핸드폰 분실을 미연에 방지하고 분실시 습득자에게 적절한 보상을 해주고 무료로 돌려 줌으로, 개인의 재산을 보호하고 과소비를 억제하여 국가 경제에 큰 도움이 될 것입니다. 잠금장치: 핸드폰의 잠금장치 싫애시 비밀번호를 입력해야 송·수화가 가능함.",거절
"본 고안은 핸드폰용 핸드프리 이어 마이크의 개선에 관한 것으로, 특히 라디오수신기능을 조합구비하여 비통화시 라디오방송청취가 가능하도록 된 핸드폰용 핸드프리 이어 마이크에 관한 것이다. 본 고안은 일측단부에 핸드폰쪽 연결 잭(33)을 타측단부에는 이어폰(32)을 각각 설치한 코드(34)의 중간에 송화용 마이크(31)를 설치구비하는 핸드폰용 핸드프리 이어 마이크에 있어서, 상기 마이크(31)가 핸드폰통화 또는 라디오수신 선택기능을 가진 조작버튼(41)을 포함하는 라디오수신기(40)와 결합설치되어 있는 구성을 특징으로 하는 핸드폰용 핸드프리 이어 마이크를 제공한다.",거절
"종래에는 차량내 핸드폰 고정지지대를 설치함에 있어서 그 기종이나 크기에 맞는것 외에는 사용할 수 없었지만 본 고안은 핸드폰을 고정시키는 지지대의 움직임이 자유로워 크기나 기종에 상관없이 핸드폰을 장착시킬 수 있는 것이 특징인 차내 핸드폰용 고정지지대이다. 인형등의 내부에 고정지지대(2)를 넣고 접착판(1)과 조립한 후 핸드폰을 장착시키고 고정지지대인 인형의 팔(2a)부분을 핸드폰의 크기에 맞춰조절해주면 어떤 종류의 핸드폰도 수용이 가능함은 물론 차내 장식 효과까지 줄 수 있다. 핸드폰, 고정",거절
"(1) 고안이 속한 기술분야 본 고안은 이동전화인 핸드폰 전화기(PCS폰 포함)의 수신경보장치인 진동장치를 전화기 본체와 분리하여 별도의 외부 기기(2-a, 2-b, 3-a∼g)로 만들어 휴대할 수 있도록 하는 것이다. (2) 고안의 목적 공공 장소에서의 핸드폰의 수신음 소음공해가 날로 심각해 가고 있다. 이를 방지하기 위해 진동신호로 전환해 놓았을 경우, 핸드폰을 항상 손에 쥐고 있는 것은 불편이 따른다. 몸에 부착했을 경우에라도 휴대자 자신이나 주변환경이 심하게 움직일 때, 또는 몸과의 밀착 거리가 멀 때는 진동신호를 잘 느끼지 못할 수 있다. 본 고안은 소형 수신 장치를 착탈식(2-a, 2-b)으로 만들어 전화기 본체에 붙였다 떼었다할수 있게 만들거나, 전화기 본체와는 완전 독립된 별개의 수신기(3-a∼g)를 만들어 필요한 상황에 따라 적절한 곳에 소형 수신기만을 밀착 휴대하여 수신함으로써 소음공해를 방지할 뿐만 아니라 신호를 보다 확실히 받는데 목적이 있다 . 색인어 누락",거절
본 고안은 핸드폰용 다기능 이어폰장치에 대한 것이다. 종래 이어폰장치에 있어서는 그 기능이 핸드폰(1)의 입출력신호를 마이크(6)와 이어폰(3)을 통하여 전달토록하는 이어폰으로서의 단순 기능밖에 구현할 수 없었다. 본 고안에서는 이어폰장치를 구성함에 있어서 핸드폰용 이어폰으로 사용토록 함과 동시에 스위치박스(10)에 라디오수신기(11)를 내장시켜 이어폰장치를 통해 라디오를 수신할 수 있도록 함으로써 이어폰의 사용 효율을 높이는 일석이조의 효과를 제공할 수 있도록 한 것이다. 핸드폰용으로서 라디오가 부설된 다기능 이어폰장치,거절
'셀룰라폰의 이어폰/마이크세트와 파워서플라이로 사용이 가능한 유선 전화기'의 핸드폰의 이어폰 기능을 이용 악세사리 기능 및 휴대 기능의 강화에 있다. 기존의 핸드폰의 이어폰은 휴대가 거추장스러우며 사용자의 취향에 부합하지 않았으나 이어폰의 줄을 감추며 사용자의 취향에 따라 이어폰의 스피커 부분과 짹 부분을 액세서리의 일부로 사용하여 휴대의 극대화와 액세서리의 기능을 목표로 하고 있다. 그리고 이어폰의 스피커와 짹을 악세사리화 하며 기존의 거추장스러운 이어폰의 줄을 액세서리의 속에 감추어 사용할 때에는 이어폰의 기능을 하며 사용후 휴대 및 보호기능을 한다. 그리고 액세서리의 종류를 달리 하여 사용자의 취향에 부합하도록 하는 것이 특징이다. 액세서리 핸드폰용 이어폰,거절
"본 고안은 라디오 기능을 겸비한 핸드폰과 MP3 플레이어 기능을 갖는 핸드폰등, 오디오 기능을 갖는 핸드폰(10)에 있어서 음악청취 중에도 전화를 자유롭게 사용할 수 있는 이어폰 세트(20)에 관한 것이다. 지금 사용되고 있는 이어폰 세트는 음악을 청취하거나 또는 핸드폰의 통화만을 위한 것이다. 그러나 오디오 기능을 갖는 핸드폰이 실용화 직전에 있으므로 음악을 즐기는 중에도 손쉽게 전화를 받거나 걸을수 있는 새로운 이어폰 세트가 필요하게 되었다. 본 고안에 의하면 오디오 기능을 갖는 핸드폰(10)에 이어폰 세트(20)를 연결할 수 있다. 연결된 이어폰 세트의 스피커(202, 203)로 음악을 청취하는 중에 전화가 오면, 핸드폰은 음악 송출을 중단하고, 이어폰 세트(20)의 기능조작부(204)를 사용하여 통화할 수 있게 된다. 또한 음악청취 중에도 이어폰 세트의 기능 조작부(204)에 있는 여러 가지 키를 사용하여 이어폰 세트를 착용한 채 자기가 원하는 전화번호를 핸드폰에 입력하여 전화통화를 할수 있게 된다. 따라서 본 고안에 의하면 송수화기 겸용 이어폰 세트(20)는 오디오 기능을 갖는 핸드폰(10)에 있어서 음악청취 증에도 손쉽게 전화 통화를 할수 있게 되어 그 편리성이 향상되게 된다. 색인어 누락",거절
"본 고안은 폴더타입 핸드폰에 관한 것으로, 다이얼 버튼(11)을 가지고, 각종기능버튼(12)을 가지며, 통화시 통화감도를 양호하게 할 수 있도록 하는 안테나(13)를 포함하는 본체(10)와; 상기 본체(10) 길이에 대하여 1/2길이로 형성되어 있고, 펴고 접을 수 있도록 본체(10) 하단에 힌지로 설치되어지며, 송신기(21)를 포함하는 송신기케이스판체(20)와; 상기 송신기케이스판체(20)와 상응하는 크기를 가지고, 펴고 접을 수 있도록 본체(10) 상부에 힌지로 설치되어 있으며, 각종 메세지가 표시되는 표시판넬(31)과 수신기(32)를 포함하는 수신기케이스판체(30)로 구성된 것에 의해 통화시 송신기와 수신기의 거리가 충분하게 확보되어져 작은 소리로도 양호한 감도를 가지고 통화할 수 있고, 송,수신기케이스판체를 접었을때 본체에 포개어짐과 동시에 본체의 길이를 가지는 것이어서 제품의 소형 경량화가 가능하며, 디자인이 미려하여 제품의 상품적 가치를 높임과 동시에 소비자들의 구매욕을 높여 시장경쟁력을 향상시킬 수 있고, 다이얼버튼을 크게 형성하여 버튼 선택에 편리함을 제공할 수 있도록한 매우 유용한 고안인 것이다.",거절
"본 고안은 핸드폰 구조에 관한 것으로, 각종 메세지가 표시되는 표시판넬 (111)과, 다이얼버튼(112) 및 각종 기능버튼(113)을 가지고, 송,수신기(114)(121)를 상,하로 가지며, 통화 감도를 높일 수 있도록 하는 안테나(115)를 포함하는 핸드폰에 있어서, 전면(前面)폭과 상응하는 폭을 가지고, 두께에 대하여 1/2 깊이로 파여진 안착요홈(116)을 전면(前面)하단부로 가지는 본체(110)와; 상기 본체(110)의 전면 하단부로 형성된 안착요홈(116)에는 안테나 원리에 의해 슬라이드되어지는 한쌍의 슬라이드봉(122)이 일정간격을 갖고 본체(110) 길이 방향으로 나란하게 설치되어 있고, 이 슬라이드봉(122)의 단부에는 슬라이드봉(122)으로 배선된 전선이 연결된 송신기(121)를 포함하는 송신기케이스(120)가 설치되어서 구성된 것에 의해 사용자의 신체조건에 따라 그에 알맞는 거리로 송신기와 수신기의 거리를 조정한 상태에서 통화가 가능하기 때문에 작은 소리로도 양호한 통화 가지고 통화할 수 있고, 송,수신기가 본체로부터 슬라이드 조절되어지는 방식이어서 제품의 소형 경량화가 가능하며, 디자인이 미려하여 제품의 상품적 가치를 높임과 동시에 소비자들의 구매욕을 높여 시장경쟁력을 향상시킬 수 있을 뿐만 아니라, 다이얼버튼을 크게 형성하여 버튼 선택 사용에 편리함을 제공할 수 있도록한 매우 유용한 고안인 것이다.",거절
"자동차 내에서 운전자가 편리하게 사용할수 있는 액세서리의 하나인 다기능접이식 핸드폰홀더이다. 종래에도 많은 핸드폰홀더가 개발되어 왔지만 대부분 부피가 크고 자동차에 고정시키는 고정형이며, 핸드폰만 전용으로 사용할수 있게 되어 있다. 또한 한번 고정을 시키면 이동시키기가 어렵고 때어 내었을때 나사자국이 남게되어 미관상 좋지않다. 이러한 문제점을 개선한 새로운 개념의 다기능 접이식 핸드폰홀더로써 PP,PS등 프라스틱원단에 도무송으로 재단하여 순서대로 접기만하면 핸드폰홀더가 완성된다. 홀더의 후면이나 밑면에 양면접착밴드를 붙이고 원하는 위치(운전석근처,콘솔박스위)에 부착하여 사용할수있다. 이와같이 조립과 설치가 간단하며 핸드폰외에도 담배갑,메모지,전화카드,명함,신용카드등을 편리하게 수납할수 있게 만든 다기능접이식 핸드폰홀더 이다.",거절
"본 고안은 핸드폰 대중화시대를 맞아 분실 및 도난사고가 빈번하므로 핸드폰과 기지국간의 주고받는 신호 중 핸드폰에서 기지국으로 보내는 신호를 수신하는 장치를 활용하는 방법 등에 관한 것이다. 핸드폰(001)에서 발신되는 신호(004)를 수신하는 수신장치(002)를 핸드폰 사용자가 소지한 상태에서 핸드폰이 수신장치와 멀어지면 수신 신호가 약해지게 되고 일정이하로 될 경우 수신장치가 동작하여 핸드폰 소유자에게 분실의 위험을 경고하는 방식이다. 또한 핸드폰의 발신신호 대신에 별도의 발신기(003)를 핸드폰에 부착(장착)한 상태에서 핸드폰이 수신장치(006)와 멀어지면 발신장치에서 발신되는 신호(005)의 수신이 약해지게 되어 수신기(006)가 경보음이나 진동함으로써 동작하여 핸드폰 소유자에게 분실의 위험을 경고하는 방식이다. 상기의 두 가지 방식은 독립적으로 또는 통합적으로 사용이 가능하다. 첫째. (001)과 (002)를 1조로 하는 방식 둘째, (003)과 (006)을 1조로 하는 방식 셋째. (001)에서 발신하는 신호와 여기에 부착한 (003)에서 발신하는 신호를 수신하는 장치로서 (002)와 (006)을 하나로 통합한 수신장치를 1조로 하는 방식이 있다.",거절
"본 고안은 핸드폰용 고주파스위치커넥터 결합구조에 관한 것으로, 인아웃커넥터(4)에 결합구멍(7)과 직교하도록 키구멍(8)을 형성시키고, 키구멍(8)에 단부가 걸려지지되도록 고주파스위치커넥터(9)의 몸체(10)에 키(13)를 랜싱가공하였다. 그러므로, 플러그(3)를 핸드폰의 인아웃커넥터(4)에 꼿을 시 고주파스위치커넥터(9)에 핸드폰(1) 내측으로 미는 가압력이 작용해도 키구멍(8)에 지지된 키(13)에 의해 고주파스위치커넥터(9)가 인아웃커넥터(4)로부터 이탈되지 않으므로 고주파 신호를 확실하게 전달할 수 있도록 하였다.",거절
"본 고안은 귀걸이 수단을 구비한 핸드폰에 관한 것으로, 핸드폰의 스피커가 위치하는 전면의 일측에 힌지축공을 형성하고, 상기의 힌지축공에는 귀걸이에 일체로 구비된 축공을 코일스프링의 탄성을 받도록 하면서 힌지축으로 결합하고, 상기 귀걸이는 귀의 후단과 접하는 수직절곡부와 귀의 상단과 접하는 수평부를 일체로 형성하여 사람의 귀에 안정되게 지지될 수 있도록 구성하여 소형,경량화된 핸드폰을 사용하는 사람이 귀에 안정되게 걸치도록 하면서 힌지를 중심으로 회전시키면서 음량에 따라 귀와의 거리를 조절하도록 함으로써 전화를 받는 중에도 양팔을 자유롭게 사용할 수 있도록 한 것이다.",거절
"본 고안은 차량용 핸드폰 어댑터에 관한 것으로, 특히 차량의 인스트루멘트패널중 운전석과 가까운 부분을 선택하고 선택된 부분에 일정한 크기의 공간을 마련한 후, 인스트루멘트패널 성형시 상기 공간상에 핸드폰이 장착 또는 충전될 수 있는 어댑터를 일체로 사출 성형하므로써, 인스트루멘트패널에 어댑터를 일일이 설치해야 하는 번거로움과 설치시 발생된 체결구멍에 의해 인스트루멘트패널이 파손되는 것을 방지함은 물론 차량충돌시 인스트루멘트패널에 장착되어 외부로 돌출된 어댑터에 의해 상해를 입는 것을 방지하고 전체적으로 외관이 미려하게 하여 제품의 품질을 향상시킬 수 있도록 한 것이다.",거절
본 고안은 일반대중들이 널리 사용하는 교통카드를 핸드폰 겉면에 부착하거나 또는 핸드폰 겉면 카바부분에 내장하여 주므로서 언제나 소지가 쉽고 간편하게 교통카드를 사용할 수 있게 고안된 것으로서 교통카드 사용자들중 핸드폰 사용자들은 교통카드를 핸드폰에 내장 또는 부착하여 사용하므로서 바쁜 현대 생활속에 핸드폰 따로 교통카드 따로 소지하는 불편함과 대중교통 이용시 타고 내릴때 마다 교통카드를 꺼내야 하는 불편감을 없애준 교통카드를 내장(부착)한 핸드폰에 관한 것이다. 또한 교통카드 사용자들은 대부분 손지갑속에 교통카드를 삽입하여 다니기때문에 대중교통을 이용할 때마다 손지갑을 꺼내었다 집어넣었다 하기 때문에 소매치기들의 좋은 표적이 됨은 물론 그러한 과정에서 손지갑의 분실까지도 있을수가 있는 것이다. 본 고안은 이러한 불편한 점을 없앤 것으로서 소지하기가 간편하고 주머니나 핸드백에서 꺼내고 집어넣고 하는 불편함을 없애줌과 동시에 소매치기들의 위험에서 손지갑을 보호할 수 있으며 손지갑의 분실 염려까지 제거하여준 매우 간편하고 유익한 교통카드를 내장(착설)한 핸드폰에 관한 것이다.,거절
"본 고안은 핸드폰용 케이스에 관한 것으로, 특히 외피를 신축성 섬유재로 하고 일측에는 고무밴드에 의한 개구부를 형성하여 다양한 크기의 핸드폰에 적합하도록 한 신축성 핸드폰 케이스에 관한 것으로서, 신축성이 강한 소재의 섬유로서 그 외피를 구성하고 핸드폰이 삽탈되는 부위에는 고무밴드에 의해 마감처리된 개구부를 형성하며 외피의 일지점에 통공을 형성하여 핸드폰의 크기에 구애없이 신축성소재의 외피와 고무밴드의 개구부에 의해 그 삽탈이 가능한 것이며, 그 삽탈 또한 매우 간편하여 사용자의 필요에 따라 핸드폰의 삽탈이 매우 용이한 것이며, 내피는 탄성이 좋은 스폰지등의 탄성재를 내입하여 그 무게가 가벼우면서도 충격으로부터 효과적으로 보호되게 하는 신축성 핸드폰 케이스에 관한 것이다.",거절
본 고안은 포지로 된 동물이나 인형에다 덮개로 개폐시킬 수 있도록 한 핸드폰삽입실을 형성하여 상기의 핸드폰삽입실에 핸드폰을 삽입한 인형을 가방에 끈으로 고정시키거나 어깨에 멜 수 있도록하여 악세사리처럼 휴대할 수 있도록 한 핸드폰카버에 관한 것이다. 종래에는 가죽제의 카버에다 휴대폰을 넣어 큰호주머니에 넣거나 손에 쥐고 다니면서 통신을하게 됨으로 휴대가 불편할뿐만 아니라 자주 부실하게 되었다. 본 고안은 상기와 같은 문제점을 해결하기 위하여 포지제의 동물이나 인형(1)에다 핸드폰삽입실(1')을 형성하고 핸드폰삽입실(1)의 일측에는 덮개(2)를 부착하여 핸드폰삽입실(1)의 부위와 덮개(2)에는 매직테이프(3)(3')를 고정하여 핸드폰삽입실(1')에다 핸드폰(4)을 넣어 인형(1)을 가방에 고정시키거나 악세사리처럼 어깨에 메어 휴대할 수 있도록함과 아울러 휴대상태에서 덮개(2)를 간단히 개폐시켜 송수신할 수 있도록 함으로서 분실을 방지할 수 있도록 한 핸드폰카버를 제공할 수 있도록 한 것이다.,거절
요즘에는 남녀노소 누구나 핸드폰을 항상 가지고 다니는 물건으로서 이에 거울이 부착되므로 때와 장소를 가리지 않고 특히 외출시 돌아 다니는 중이거나 식당등에서 식사를 한후 치아에 고춧가루 또는 여자들은 입술에 립스틱 화장이 지워졌나 거울을 보며 용모단정을 할수있어 아주 편리하고 거리를 상쾌한 마음을 가지고 자신있게 거리를 걸을수 있다.,거절
"요즘, 핸드폰이 많이 보급되어 많은 사람이 갖고 다니고 있습니다. 핸드폰을 들고 다니고 뒷주머니에 끼고 다닙니다. 그러나 일을 하는 사람들은 불편할 때가 많이 있습니다. 그래서 핸드폰 주머니 (보호주머니)를 발명하게 되었습니다. 그리고, 세계적으로 알리고도 싶고 외화도 벌 수 있을 거라 생각합니다.",거절
"본 발명은 USB장치에, 핸드폰의 배터리를 충전할 수 있도록 전압 레귤레이터부 및 충전제어부를 갖추고, 핸드폰 배터리 충전용 단자의 위치를 핸드폰과 부착되는 접촉면에 구비하여, USB포트를 통하여 USB포트전압이 핸드폰에 인가되면 상기 배터리가 충전될 수 있도록 한 것이다.",거절
"(1) 청구항 1에 관한 본 고안은 핸드폰과 무선호출기의 액정비전 화상장치에 관한 것으로, 보다 상세하게는 디스플레이 패널로 이용되는 액정 디스플레이의 뒷면에 소정의 화상을 갖는 필름을 부착함으로써 디스플레이의 용도를 단순한 디스플레이 용도를 벗어나 미적 효과를 향상시킴으로써 상품성을 높여 주는 핸드폰과 무선호출기의 액정비전 화상장치에 관한 것으로, 정보를 표시해 주는 것으로, 전후면으로 빛이 투과하는 성질을 갖는 디스플레이(30)와; 어두운 곳에서 상기한 디스플레이(30)에 표시된 정보를 원활하게 확인할 수 있도록 빛을 발광하는 백라이트(50)가 점등되면 미리 형성된 소정의 화상이 전면으로 투영되는 필름(40)과: 필름이 삽입되는 홈(60)을 막는 패킹(70)으로 이루어져, 액정 디스플레이의 투광성을 이용하여 액정 디스플레이의 배면에 소정의 화상을 갖는 필름을 부착함으로써 다양한 화상을 표현하여 핸드폰과 무선호출기의 상품성을 향상시켜주면서, 여러 장의 필름을 준비하여 교환하여 삽입할 수 있는 효과를 제공한다. 여기서는 필름이 삽입되는 방법을 액정의 위에서 아래로 삽입되는 방법과 액정의 아래에서 위로 삽입되는 방법으로 한정한다. (2) 청구항 2에 관하여, 위 (1)과 유사한 방식이나 필름을 넣는 방식에 있어서 액정이 부착된 앞면 케이스를 소비자가 직접 개폐할 수 있는 장치를 추가하여 소비자가 원하는 필름을 직접 갈아 끼울 수 있게 하는 방법이다. (3) 청구항 3에 관하여 필름을 액정 디스플레이판과 백라이트판 사이에 필름이 잘 삽입될 수 있도록 하는 액정 디스플레이판과 백라이트판 사이에 필름을 인도해주는 액정 디스플레이판과 백라이트판의 구조와 액정 디스플레이판과 백라이트판의 날개구조에 관한 것이다.",거절
"본 발명은 일체형 그립톡을 구비한 핸드폰케이스에 관한 것으로, 더 상세하게는 사용자의 손가락을 끼울수 있는 그립톡을 핸드폰 케이스 후면에 일체로 구성되되 미사용시에는 케이스 내부로 내입되고 사용시에만 외부로 돌출되도록 하는 일체형 그립톡을 구비한 핸드폰케이스에 관한 것이다.",등록
"본 발명은 별도의 전력 없이도 풍부한 음량을 제공할 수 있으며, 다양한 디자인으로 제작이 가능한 나무로 된 핸드폰 거치대에 관한 것이다. 본 발명은 핸드폰으로부터 출력되는 소리가 외부로 방출되는 음향구멍이 형성된 본체패널; 상기 본체패널의 일측과 접하도록 결합되며, 핸드폰을 거치할 수 있는 거치홈이 상방이 개구되도록 형성된 핸드폰 거치패널; 상기 핸드폰 거치패널과 일측에 접하도록 결합되며, 상기 핸드폰 거치패널와 접하는 일측면에는 공명홈이 형성되어 있으며, 하단에는 받침 지지대가 형성된 공명패널; 상기 본체패널의 타측에 접하도록 결합되며, 상기 본체패널의 상기 음향구멍과 연접하는 음향방사구멍 형성되어 있으며, 하단에 받침 지지대가 형성된 음향방사패널; 및 상기 받침 지지대가 탈착 될 수 있는 탈착홈이 형성된 받침대;를 포함한다.",등록
